age,usage_gb,complaints,tenure_months,plan_type,churn
50.0,13.4,1,28,Prepaid,0
53.0,8.2,2,50,Prepaid,0
58.0,10.7,5,18,Postpaid,0
67.0,14.8,2,41,Prepaid,0
43.0,2.6,2,47,Postpaid,0
61.0,8.6,5,20,Postpaid,0
55.0,20.6,0,53,Prepaid,0
32.0,5.7,1,27,Prepaid,0
61.0,7.5,2,18,Postpaid,0
20.0,12.1,2,14,Prepaid,0
49.0,13.7,2,16,Prepaid,0
66.0,8.2,4,34,Postpaid,0
52.0,12.5,2,14,Prepaid,0
66.0,15.6,2,22,Prepaid,0
20.0,23.8,2,42,Prepaid,0
45.0,11.2,5,52,Prepaid,0
58.0,11.8,5,41,Postpaid,0
51.0,21.2,1,32,Postpaid,0
63.0,8.7,0,42,Postpaid,0
42.0,4.1,0,25,Prepaid,1
53.0,13.5,2,16,Postpaid,0
39.0,18.5,3,45,Prepaid,0
63.0,14.2,0,8,Prepaid,0
24.0,11.4,3,54,Prepaid,0
31.0,3.3,2,26,Prepaid,0
23.0,11.6,5,49,Prepaid,0
54.0,19.4,3,6,Prepaid,0
30.0,4.6,2,30,Prepaid,0
34.0,10.5,3,25,Prepaid,0
61.0,9.7,0,22,Postpaid,0
36.0,7.8,2,31,Prepaid,0
25.0,13.5,1,40,Postpaid,0
19.0,14.7,1,56,Prepaid,0
29.0,14.6,2,49,Prepaid,0
65.0,6.1,3,14,Prepaid,0
46.0,2.1,3,58,Prepaid,0
69.0,13.6,5,30,Prepaid,0
29.0,9.0,1,27,Prepaid,1
36.0,23.0,4,1,Prepaid,0
26.0,23.3,3,40,Prepaid,0
38.0,23.9,5,53,Prepaid,0
47.0,6.4,5,18,Postpaid,1
60.0,15.4,4,52,Prepaid,0
37.0,17.2,2,6,Postpaid,0
58.0,16.6,3,58,Prepaid,0
50.0,9.9,3,15,Prepaid,0
33.0,19.7,4,29,Prepaid,1
65.0,12.0,1,1,Postpaid,0
40.0,12.8,5,53,Prepaid,0
25.0,2.8,4,31,Postpaid,0
68.0,15.9,0,58,Postpaid,0
65.0,10.4,1,23,Prepaid,0
20.0,14.8,1,4,Prepaid,1
64.0,13.4,3,41,Prepaid,0
67.0,13.1,1,10,Prepaid,1
61.0,11.7,1,37,Postpaid,0
31.0,16.7,1,3,Postpaid,0
50.0,10.8,0,10,Prepaid,0
45.0,3.3,2,38,Prepaid,0
50.0,15.4,1,40,Prepaid,0
50.0,7.1,3,9,Postpaid,1
51.0,4.1,1,12,Prepaid,0
44.0,5.9,1,51,Postpaid,0
53.0,13.7,5,1,Prepaid,0
45.0,11.4,4,14,Postpaid,0
18.0,0.0,1,58,Prepaid,0
19.0,9.7,0,33,Prepaid,0
67.0,19.0,5,2,Postpaid,0
65.0,9.3,4,53,Postpaid,0
48.0,11.0,2,21,Prepaid,0
27.0,18.3,4,43,Postpaid,0
58.0,16.8,1,38,Prepaid,0
25.0,18.1,2,22,Prepaid,0
37.0,0.0,2,22,Prepaid,0
35.0,22.4,4,33,Prepaid,0
18.0,15.8,1,23,Postpaid,0
59.0,26.8,2,11,Prepaid,0
44.0,7.3,5,43,Prepaid,0
34.0,1.4,1,40,Postpaid,0
44.0,12.0,0,36,Prepaid,0
18.0,10.3,4,44,Prepaid,0
40.0,15.9,5,31,Prepaid,0
45.0,18.4,2,55,Postpaid,0
35.0,11.5,0,53,Prepaid,0
61.0,10.6,3,58,Postpaid,0
30.0,15.1,1,7,Postpaid,0
25.0,10.5,3,7,Postpaid,0
45.0,10.0,0,28,Postpaid,0
64.0,18.2,4,41,Prepaid,1
37.0,19.6,4,15,Postpaid,0
20.0,18.5,3,7,Prepaid,0
68.0,11.0,3,3,Prepaid,1
41.0,0.0,1,33,Prepaid,0
26.0,11.1,5,58,Postpaid,0
50.0,7.5,1,28,Prepaid,1
34.0,11.2,2,44,Postpaid,0
66.0,8.0,5,4,Postpaid,1
33.0,11.9,0,13,Prepaid,0
46.0,5.8,0,41,Prepaid,0
46.0,4.3,4,24,Prepaid,0
30.0,19.3,2,2,Prepaid,0
43.0,6.2,3,14,Postpaid,0
23.0,12.0,3,47,Prepaid,1
51.0,17.7,4,41,Prepaid,0
57.0,17.5,3,48,Prepaid,0
67.0,16.8,2,21,Prepaid,0
34.0,13.8,3,55,Prepaid,0
32.0,16.3,4,55,Prepaid,0
46.0,20.2,2,22,Postpaid,0
54.0,14.6,1,13,Prepaid,0
69.0,1.0,2,57,Prepaid,0
19.0,8.8,5,21,Prepaid,0
30.0,16.2,0,30,Postpaid,0
31.0,8.2,1,55,Postpaid,0
31.0,21.7,5,16,Prepaid,1
42.0,11.6,4,53,Prepaid,1
63.0,12.5,0,10,Postpaid,0
19.0,18.7,1,18,Postpaid,0
60.0,10.9,4,23,Postpaid,0
50.0,13.1,4,29,Postpaid,0
49.0,17.4,4,15,Prepaid,1
53.0,3.2,5,53,Prepaid,0
24.0,10.3,3,40,Postpaid,0
56.0,17.0,5,40,Prepaid,0
30.0,12.4,3,44,Prepaid,0
44.0,20.8,2,38,Postpaid,0
53.0,2.5,3,38,Postpaid,0
49.0,1.9,2,39,Prepaid,0
34.0,16.6,3,43,Postpaid,1
38.0,17.2,5,55,Prepaid,0
42.0,10.8,5,12,Postpaid,0
20.0,14.4,3,31,Postpaid,0
55.0,16.5,0,11,Postpaid,0
23.0,7.1,3,11,Postpaid,1
41.0,7.8,1,57,Postpaid,0
52.0,13.1,1,28,Postpaid,0
22.0,17.4,5,42,Prepaid,0
69.0,5.0,2,44,Prepaid,1
37.0,10.8,4,2,Prepaid,0
18.0,10.5,2,30,Prepaid,0
52.0,14.5,3,11,Postpaid,0
46.0,11.9,3,19,Prepaid,1
51.0,8.7,5,12,Postpaid,0
57.0,19.5,1,40,Prepaid,0
42.0,8.8,3,8,Prepaid,1
60.0,10.2,2,27,Prepaid,0
37.0,2.5,2,19,Prepaid,0
46.0,7.7,5,57,Prepaid,0
26.0,15.1,0,47,Prepaid,0
50.0,13.9,3,21,Prepaid,1
31.0,15.6,2,18,Postpaid,0
54.0,15.3,5,43,Prepaid,1
59.0,24.5,1,38,Postpaid,0
62.0,7.5,1,33,Postpaid,0
66.0,2.3,0,5,Prepaid,0
24.0,5.7,2,5,Prepaid,0
25.0,7.8,0,38,Postpaid,0
66.0,6.2,3,28,Postpaid,0
37.0,12.6,1,49,Prepaid,0
19.0,19.5,2,2,Postpaid,0
32.0,21.2,3,11,Prepaid,0
61.0,15.0,4,47,Prepaid,0
36.0,24.8,0,58,Prepaid,0
21.0,9.9,0,44,Postpaid,0
55.0,2.2,1,1,Prepaid,0
28.0,18.3,3,3,Prepaid,0
36.0,1.0,5,52,Prepaid,0
18.0,7.5,0,30,Prepaid,0
49.0,15.1,0,30,Prepaid,0
41.0,11.4,3,57,Prepaid,0
63.0,10.9,5,15,Postpaid,0
35.0,4.9,4,17,Postpaid,0
28.0,11.9,3,41,Prepaid,1
26.0,18.0,0,54,Prepaid,0
28.0,12.1,3,22,Prepaid,0
41.0,7.0,2,9,Postpaid,0
22.0,4.5,2,4,Prepaid,0
38.0,7.1,2,1,Postpaid,0
62.0,14.4,3,23,Prepaid,0
57.0,14.1,4,32,Prepaid,0
51.0,7.2,1,29,Prepaid,0
64.0,0.0,0,15,Postpaid,0
58.0,14.5,0,40,Prepaid,0
51.0,6.6,2,52,Prepaid,0
62.0,16.1,3,14,Prepaid,0
24.0,7.5,4,40,Postpaid,0
60.0,6.1,2,33,Prepaid,0
33.0,12.9,3,41,Postpaid,0
56.0,26.1,5,1,Postpaid,1
65.0,16.5,4,40,Prepaid,0
43.0,12.8,4,45,Prepaid,0
22.0,14.2,2,41,Prepaid,0
37.0,1.5,0,50,Postpaid,0
39.0,5.3,5,45,Postpaid,0
66.0,0.0,3,59,Postpaid,1
67.0,22.4,0,40,Prepaid,0
47.0,21.2,2,27,Postpaid,0
67.0,14.4,0,50,Prepaid,0
40.0,12.8,5,41,Postpaid,0
39.0,2.7,3,33,Prepaid,0
61.0,10.7,4,35,Prepaid,0
52.0,22.8,2,21,Postpaid,0
45.0,12.8,0,37,Prepaid,0
41.0,8.6,3,28,Postpaid,0
54.0,1.5,3,8,Prepaid,1
57.0,20.3,1,26,Postpaid,0
43.0,11.6,4,57,Prepaid,0
19.0,1.5,1,20,Prepaid,0
23.0,6.5,4,40,Prepaid,0
25.0,4.3,4,25,Postpaid,0
42.0,11.2,0,17,Postpaid,0
49.0,13.2,1,23,Prepaid,0
59.0,9.0,0,57,Prepaid,0
30.0,16.7,4,7,Prepaid,0
58.0,12.5,1,40,Postpaid,0
52.0,18.4,3,50,Postpaid,0
20.0,9.9,2,11,Postpaid,0
36.0,30.3,0,45,Prepaid,0
33.0,8.6,5,38,Prepaid,0
64.0,6.6,4,20,Prepaid,0
65.0,5.8,1,11,Postpaid,0
60.0,10.7,5,56,Prepaid,0
45.0,1.7,4,12,Prepaid,1
43.0,13.8,4,57,Postpaid,0
34.0,0.6,1,39,Prepaid,0
58.0,13.0,0,51,Prepaid,0
22.0,3.9,0,18,Prepaid,0
32.0,9.7,3,2,Postpaid,1
25.0,15.6,4,39,Postpaid,0
43.0,25.8,5,22,Prepaid,0
33.0,5.5,5,33,Prepaid,0
28.0,11.1,3,27,Prepaid,0
37.0,7.7,3,19,Postpaid,0
62.0,6.8,1,43,Prepaid,0
47.0,7.7,0,30,Prepaid,0
60.0,16.9,1,38,Prepaid,0
65.0,9.1,0,40,Postpaid,0
64.0,25.5,4,41,Prepaid,0
36.0,14.5,3,20,Prepaid,1
63.0,5.9,4,46,Prepaid,1
65.0,9.8,0,13,Postpaid,0
67.0,7.2,5,56,Postpaid,0
36.0,16.8,4,48,Postpaid,0
29.0,2.2,5,33,Prepaid,0
48.0,4.0,3,11,Prepaid,1
66.0,8.5,2,54,Prepaid,0
64.0,16.1,3,33,Postpaid,0
47.0,19.4,3,49,Postpaid,0
25.0,20.3,1,2,Prepaid,0
39.0,15.2,0,20,Prepaid,0
55.0,11.5,3,18,Prepaid,0
47.0,16.8,0,49,Postpaid,0
35.0,5.1,0,28,Prepaid,0
35.0,0.9,0,7,Prepaid,0
21.0,14.6,3,37,Prepaid,0
33.0,6.0,5,10,Prepaid,1
52.0,11.6,2,27,Prepaid,0
30.0,12.7,0,59,Postpaid,0
69.0,13.5,3,26,Postpaid,0
22.0,17.6,2,26,Prepaid,0
48.0,17.0,3,3,Prepaid,0
43.0,13.2,2,28,Postpaid,0
61.0,9.3,3,57,Postpaid,1
64.0,12.6,1,57,Postpaid,0
46.0,8.4,5,57,Postpaid,0
50.0,10.8,3,22,Postpaid,0
54.0,27.7,1,4,Postpaid,0
45.0,13.1,0,14,Prepaid,0
27.0,14.7,4,13,Prepaid,0
40.0,7.8,2,5,Prepaid,0
30.0,18.1,1,42,Postpaid,0
42.0,16.6,2,31,Postpaid,0
49.0,16.6,2,43,Postpaid,0
28.0,13.3,4,12,Prepaid,0
30.0,18.2,3,42,Prepaid,0
60.0,19.6,4,4,Postpaid,0
37.0,13.7,3,43,Postpaid,0
28.0,11.3,5,48,Postpaid,0
55.0,17.4,0,15,Prepaid,0
55.0,6.6,2,20,Postpaid,0
60.0,7.7,4,26,Postpaid,0
57.0,11.7,0,35,Postpaid,0
69.0,1.6,2,32,Postpaid,0
47.0,17.0,2,7,Postpaid,0
32.0,6.2,4,23,Prepaid,0
62.0,9.2,5,30,Prepaid,0
31.0,10.7,0,37,Prepaid,0
33.0,12.2,1,38,Prepaid,0
61.0,9.9,4,40,Postpaid,0
63.0,11.6,1,27,Postpaid,0
35.0,11.6,2,30,Prepaid,0
55.0,9.3,5,20,Postpaid,0
65.0,7.4,5,17,Prepaid,1
59.0,18.5,5,19,Prepaid,0
18.0,0.0,0,26,Postpaid,0
52.0,10.8,0,7,Prepaid,0
26.0,9.2,1,13,Postpaid,0
62.0,14.5,4,7,Postpaid,0
21.0,3.3,1,25,Prepaid,0
69.0,9.0,2,30,Prepaid,0
27.0,11.4,4,10,Prepaid,0
39.0,18.4,2,9,Postpaid,0
30.0,14.0,5,32,Prepaid,0
60.0,4.9,2,14,Postpaid,0
38.0,9.1,2,52,Postpaid,1
56.0,17.3,5,10,Prepaid,0
21.0,4.8,3,29,Prepaid,0
41.0,11.5,1,48,Prepaid,0
65.0,11.9,3,7,Prepaid,0
66.0,9.7,4,27,Prepaid,0
28.0,28.2,5,28,Postpaid,0
38.0,9.5,0,33,Postpaid,1
39.0,14.7,0,53,Prepaid,0
47.0,7.4,3,35,Prepaid,0
45.0,15.2,4,23,Prepaid,1
23.0,17.2,3,24,Postpaid,0
57.0,8.5,2,37,Postpaid,0
29.0,11.7,4,18,Postpaid,1
34.0,6.6,3,41,Prepaid,0
61.0,5.1,5,23,Postpaid,0
53.0,18.2,2,4,Postpaid,0
38.0,8.7,4,32,Prepaid,0
65.0,0.0,0,15,Prepaid,0
38.0,22.6,4,22,Prepaid,0
47.0,7.2,4,20,Postpaid,0
30.0,10.5,1,9,Prepaid,0
27.0,21.8,0,18,Prepaid,0
43.0,11.1,5,54,Prepaid,0
47.0,11.0,0,19,Prepaid,0
59.0,4.6,2,44,Postpaid,0
38.0,2.2,0,25,Prepaid,0
64.0,11.0,2,4,Prepaid,0
49.0,14.2,4,50,Postpaid,0
21.0,13.8,3,54,Postpaid,0
56.0,9.1,1,14,Prepaid,0
47.0,12.1,2,11,Prepaid,0
38.0,1.0,0,55,Prepaid,0
42.0,14.8,3,6,Prepaid,0
33.0,13.0,0,53,Postpaid,0
49.0,23.8,2,11,Postpaid,0
47.0,12.0,0,52,Prepaid,0
41.0,6.3,1,56,Prepaid,0
32.0,11.7,0,15,Prepaid,0
38.0,10.0,5,14,Postpaid,1
43.0,14.6,4,7,Prepaid,0
42.0,12.2,5,47,Prepaid,0
34.0,4.4,4,21,Prepaid,0
48.0,2.2,2,38,Postpaid,1
29.0,13.6,1,37,Postpaid,0
44.0,20.3,5,31,Prepaid,0
24.0,12.5,5,15,Postpaid,1
42.0,16.9,2,22,Postpaid,0
58.0,18.1,1,30,Prepaid,0
60.0,13.6,2,6,Postpaid,0
54.0,7.1,2,24,Postpaid,0
56.0,13.2,5,42,Prepaid,0
21.0,19.2,0,25,Postpaid,0
35.0,15.2,3,24,Prepaid,0
52.0,16.5,4,50,Prepaid,0
59.0,9.2,4,32,Prepaid,0
48.0,10.8,1,44,Postpaid,0
62.0,11.3,2,4,Postpaid,0
32.0,11.7,2,55,Prepaid,0
25.0,19.0,2,46,Prepaid,0
22.0,0.0,0,49,Prepaid,0
48.0,12.2,0,41,Postpaid,0
52.0,11.5,0,32,Prepaid,1
32.0,3.8,5,32,Postpaid,0
58.0,16.0,2,37,Prepaid,0
56.0,7.7,1,30,Prepaid,0
36.0,9.9,4,44,Prepaid,0
30.0,23.1,2,20,Prepaid,0
56.0,18.1,2,46,Prepaid,0
52.0,15.4,0,21,Postpaid,0
26.0,14.3,2,29,Prepaid,0
31.0,11.0,3,5,Prepaid,0
43.0,24.0,3,54,Postpaid,0
44.0,16.8,2,41,Prepaid,0
26.0,7.5,3,15,Postpaid,0
67.0,3.6,4,3,Postpaid,0
38.0,15.4,5,51,Postpaid,0
37.0,11.7,3,1,Prepaid,0
21.0,3.4,1,29,Prepaid,0
63.0,14.6,0,2,Prepaid,0
30.0,10.4,0,41,Prepaid,0
69.0,15.2,0,13,Prepaid,0
43.0,14.7,3,26,Prepaid,0
63.0,8.4,1,34,Prepaid,0
27.0,15.8,1,22,Postpaid,0
26.0,9.0,4,41,Postpaid,0
59.0,9.4,1,30,Prepaid,0
60.0,8.8,4,25,Postpaid,0
46.0,18.8,0,20,Postpaid,0
19.0,10.3,2,25,Prepaid,0
67.0,20.2,0,19,Postpaid,0
38.0,22.7,3,35,Postpaid,0
66.0,7.6,0,46,Postpaid,0
63.0,0.0,1,36,Postpaid,0
62.0,18.3,4,2,Prepaid,0
53.0,9.9,5,50,Prepaid,0
53.0,6.8,3,47,Postpaid,0
45.0,8.5,5,49,Prepaid,0
19.0,9.5,4,3,Prepaid,1
38.0,19.8,4,49,Postpaid,0
55.0,13.0,5,28,Postpaid,1
60.0,19.7,0,50,Postpaid,0
47.0,15.0,1,47,Prepaid,0
54.0,10.1,2,52,Prepaid,0
19.0,9.7,3,8,Prepaid,1
42.0,15.4,5,33,Postpaid,0
44.0,16.9,0,43,Prepaid,0
64.0,18.0,1,36,Postpaid,0
34.0,10.4,1,48,Postpaid,0
29.0,13.1,4,43,Prepaid,0
36.0,15.5,5,3,Postpaid,1
26.0,9.7,5,12,Prepaid,0
47.0,5.2,4,38,Prepaid,0
51.0,7.2,4,22,Prepaid,0
59.0,10.6,2,22,Prepaid,0
68.0,16.0,3,54,Postpaid,0
21.0,19.6,1,6,Prepaid,0
30.0,3.9,3,31,Postpaid,0
33.0,8.4,1,19,Prepaid,0
30.0,9.9,5,4,Prepaid,1
61.0,16.8,2,23,Postpaid,0
25.0,8.8,2,24,Postpaid,0
19.0,9.4,2,27,Postpaid,0
62.0,3.5,5,10,Postpaid,1
67.0,14.9,5,43,Prepaid,0
29.0,11.0,2,22,Prepaid,0
35.0,8.1,5,34,Prepaid,0
44.0,10.4,4,33,Postpaid,0
45.0,18.8,5,34,Prepaid,0
69.0,6.0,5,30,Prepaid,0
39.0,7.0,1,18,Prepaid,0
18.0,19.5,3,29,Prepaid,0
39.0,12.5,1,32,Postpaid,0
46.0,16.0,1,2,Prepaid,0
44.0,14.4,2,43,Postpaid,0
44.0,11.8,0,27,Prepaid,0
65.0,9.9,1,18,Postpaid,0
59.0,17.0,4,2,Prepaid,0
31.0,19.0,0,18,Prepaid,0
36.0,18.5,3,24,Prepaid,1
52.0,4.9,4,50,Prepaid,0
39.0,19.8,1,39,Postpaid,0
40.0,9.9,2,25,Postpaid,0
26.0,7.5,5,8,Prepaid,0
31.0,11.0,5,17,Prepaid,0
56.0,17.0,5,55,Prepaid,0
61.0,15.2,3,8,Postpaid,0
58.0,10.5,5,38,Prepaid,0
34.0,17.0,2,31,Prepaid,1
25.0,12.8,3,13,Prepaid,0
26.0,8.6,4,52,Postpaid,0
38.0,7.8,5,24,Prepaid,1
44.0,14.5,2,40,Postpaid,0
64.0,11.5,5,6,Postpaid,0
64.0,3.7,3,57,Prepaid,0
18.0,17.1,0,2,Prepaid,0
54.0,9.1,3,19,Prepaid,0
33.0,21.6,5,55,Postpaid,0
28.0,3.6,2,38,Prepaid,0
46.0,10.9,3,40,Prepaid,0
19.0,7.8,5,19,Prepaid,1
35.0,6.1,5,46,Postpaid,0
46.0,9.1,2,55,Postpaid,0
32.0,22.6,4,37,Prepaid,0
48.0,12.9,3,13,Postpaid,0
41.0,7.2,3,54,Prepaid,0
59.0,1.0,4,1,Prepaid,0
27.0,1.7,1,53,Prepaid,0
20.0,8.8,1,1,Postpaid,0
45.0,8.2,0,4,Postpaid,0
31.0,10.7,5,3,Prepaid,0
54.0,0.0,1,12,Prepaid,0
22.0,11.4,4,43,Prepaid,0
47.0,18.2,4,24,Prepaid,0
69.0,21.7,4,5,Prepaid,0
22.0,0.6,5,21,Prepaid,1
33.0,7.2,5,59,Prepaid,0
61.0,6.9,0,32,Prepaid,0
45.0,12.9,5,44,Prepaid,0
27.0,4.7,1,16,Prepaid,0
29.0,22.1,3,31,Postpaid,0
57.0,12.3,4,48,Prepaid,0
62.0,11.3,0,40,Postpaid,0
36.0,21.6,1,1,Prepaid,0
42.0,11.9,5,36,Prepaid,0
58.0,14.4,0,47,Prepaid,0
27.0,7.5,1,8,Prepaid,0
28.0,3.8,0,24,Postpaid,0
58.0,8.3,1,39,Prepaid,0
27.0,25.1,3,1,Prepaid,1
58.0,15.8,5,42,Prepaid,0
43.0,13.6,3,50,Prepaid,1
69.0,6.1,1,32,Postpaid,0
19.0,17.5,5,27,Postpaid,0
67.0,3.9,2,6,Prepaid,0
29.0,2.6,1,43,Prepaid,0
19.0,8.6,3,56,Prepaid,0
55.0,23.7,0,52,Prepaid,0
45.0,23.4,2,33,Prepaid,0
61.0,9.3,4,3,Prepaid,1
23.0,8.0,3,17,Prepaid,0
22.0,2.2,5,16,Prepaid,1
47.0,12.5,4,1,Prepaid,0
63.0,13.0,2,8,Prepaid,0
39.0,16.7,4,34,Postpaid,0
59.0,17.5,5,6,Prepaid,0
65.0,10.8,3,3,Postpaid,0
63.0,15.3,4,56,Prepaid,0
44.0,7.8,3,36,Prepaid,0
54.0,15.2,5,48,Postpaid,0
45.0,9.0,1,15,Prepaid,0
53.0,14.8,2,22,Postpaid,0
47.0,14.3,1,37,Postpaid,0
45.0,12.4,0,41,Prepaid,0
40.0,16.8,3,22,Prepaid,0
51.0,2.6,0,55,Prepaid,0
57.0,5.6,1,42,Postpaid,1
65.0,10.4,4,14,Prepaid,0
49.0,3.3,1,6,Postpaid,0
23.0,9.6,5,1,Prepaid,1
48.0,9.8,0,50,Prepaid,1
34.0,19.9,2,49,Prepaid,1
19.0,12.9,0,29,Postpaid,0
21.0,18.2,0,43,Postpaid,0
48.0,13.8,4,53,Prepaid,0
67.0,8.8,0,10,Prepaid,0
44.0,12.8,5,58,Prepaid,0
41.0,16.4,3,29,Prepaid,1
22.0,19.2,2,26,Postpaid,0
53.0,11.2,5,10,Prepaid,0
20.0,2.1,2,40,Postpaid,0
61.0,1.7,2,36,Prepaid,0
60.0,10.0,2,2,Postpaid,0
69.0,0.0,3,39,Postpaid,0
32.0,22.8,5,9,Postpaid,0
26.0,15.6,3,17,Postpaid,0
33.0,8.2,1,37,Prepaid,0
59.0,5.3,5,47,Postpaid,0
29.0,18.2,3,8,Prepaid,0
64.0,5.3,4,28,Prepaid,0
26.0,5.9,2,17,Prepaid,0
20.0,7.4,1,42,Postpaid,0
29.0,12.7,5,49,Postpaid,0
57.0,15.7,4,38,Prepaid,0
49.0,19.2,1,47,Postpaid,0
36.0,18.3,5,27,Postpaid,0
52.0,12.0,0,36,Postpaid,0
51.0,18.1,5,18,Prepaid,0
46.0,8.0,3,59,Prepaid,0
44.0,1.1,3,13,Prepaid,0
23.0,8.0,0,55,Postpaid,0
31.0,7.2,1,45,Prepaid,0
45.0,8.2,4,59,Postpaid,0
25.0,6.2,3,38,Postpaid,0
42.0,9.2,0,21,Prepaid,0
24.0,15.7,3,17,Postpaid,0
58.0,22.3,4,11,Prepaid,0
23.0,1.6,1,58,Postpaid,0
22.0,4.3,4,7,Prepaid,0
51.0,7.3,5,48,Postpaid,0
29.0,16.6,2,42,Postpaid,1
36.0,10.8,1,8,Postpaid,0
34.0,7.7,5,55,Prepaid,0
29.0,16.3,5,10,Prepaid,0
57.0,17.7,2,10,Postpaid,1
53.0,11.9,2,33,Postpaid,0
30.0,7.1,5,7,Postpaid,0
53.0,13.6,0,7,Postpaid,0
55.0,10.6,1,37,Postpaid,1
46.0,10.6,3,57,Prepaid,0
48.0,8.9,3,4,Postpaid,0
66.0,17.5,3,38,Prepaid,0
41.0,13.5,2,36,Postpaid,0
38.0,18.2,5,4,Prepaid,0
46.0,20.0,3,9,Postpaid,0
61.0,14.8,3,27,Prepaid,0
54.0,9.0,5,41,Prepaid,0
21.0,18.2,0,14,Postpaid,0
41.0,14.8,4,26,Postpaid,0
56.0,27.6,5,29,Postpaid,1
29.0,13.9,3,42,Postpaid,0
69.0,16.2,3,15,Prepaid,1
60.0,13.7,2,41,Prepaid,0
62.0,11.4,1,50,Postpaid,0
22.0,10.4,3,35,Postpaid,0
48.0,13.8,5,43,Postpaid,0
45.0,15.1,2,10,Prepaid,0
50.0,18.9,0,54,Postpaid,0
62.0,13.9,2,18,Prepaid,0
36.0,9.2,0,12,Postpaid,0
45.0,10.0,5,33,Prepaid,1
53.0,4.1,3,23,Prepaid,0
57.0,22.0,1,28,Prepaid,0
58.0,8.8,3,48,Postpaid,0
35.0,17.8,3,32,Postpaid,0
69.0,13.7,3,23,Postpaid,0
18.0,13.8,3,48,Prepaid,0
43.0,11.3,5,23,Postpaid,0
49.0,7.3,5,57,Prepaid,0
21.0,6.2,1,59,Prepaid,0
41.0,22.4,1,28,Postpaid,0
48.0,12.7,5,46,Prepaid,1
49.0,18.8,3,42,Prepaid,0
24.0,20.3,0,51,Prepaid,0
32.0,9.5,3,28,Postpaid,0
30.0,14.5,0,25,Prepaid,0
51.0,12.3,0,17,Prepaid,0
35.0,5.1,1,35,Prepaid,0
47.0,10.9,1,37,Postpaid,0
56.0,15.5,0,27,Prepaid,0
59.0,9.0,5,19,Prepaid,1
27.0,10.1,2,27,Prepaid,0
64.0,11.0,3,30,Prepaid,0
26.0,24.7,5,8,Prepaid,0
19.0,1.0,5,39,Postpaid,0
20.0,15.0,4,50,Prepaid,0
28.0,10.5,1,19,Prepaid,0
63.0,8.2,4,24,Prepaid,0
28.0,10.3,5,6,Prepaid,0
54.0,16.0,0,35,Postpaid,0
39.0,16.3,5,26,Postpaid,0
20.0,13.1,5,51,Postpaid,0
41.0,18.6,5,54,Prepaid,0
19.0,19.6,2,46,Prepaid,0
42.0,16.9,1,13,Prepaid,0
47.0,8.7,4,12,Prepaid,0
45.0,15.0,3,29,Postpaid,0
32.0,15.0,4,37,Prepaid,1
57.0,7.1,1,2,Prepaid,0
49.0,2.6,1,30,Postpaid,0
31.0,0.0,5,6,Prepaid,0
40.0,12.4,3,16,Postpaid,0
23.0,13.8,5,22,Prepaid,0
66.0,4.9,5,3,Postpaid,0
57.0,18.3,2,16,Postpaid,0
32.0,12.9,1,38,Postpaid,0
53.0,20.1,5,59,Prepaid,0
53.0,14.2,4,47,Prepaid,0
49.0,5.6,3,19,Prepaid,0
20.0,14.7,5,56,Postpaid,0
63.0,16.0,1,26,Prepaid,1
67.0,8.7,2,21,Prepaid,0
68.0,3.3,0,50,Prepaid,0
68.0,12.6,2,24,Postpaid,0
66.0,6.0,2,44,Prepaid,1
56.0,18.7,2,10,Prepaid,0
20.0,9.6,0,20,Postpaid,1
42.0,22.3,4,59,Postpaid,0
30.0,0.0,2,15,Postpaid,0
29.0,12.8,2,51,Prepaid,0
61.0,20.6,5,28,Prepaid,0
60.0,6.7,2,57,Prepaid,0
45.0,11.0,5,25,Prepaid,0
56.0,9.6,1,30,Prepaid,0
24.0,7.9,5,24,Prepaid,0
29.0,13.5,5,13,Prepaid,1
62.0,4.2,4,50,Prepaid,1
41.0,11.3,5,34,Postpaid,0
46.0,15.1,4,30,Prepaid,1
42.0,10.7,3,22,Postpaid,0
28.0,6.0,4,46,Postpaid,0
60.0,18.2,5,21,Prepaid,1
57.0,16.4,3,15,Prepaid,0
53.0,5.8,4,5,Postpaid,1
36.0,4.2,0,52,Postpaid,0
51.0,6.3,5,5,Prepaid,1
67.0,15.3,4,50,Prepaid,0
51.0,13.7,0,23,Postpaid,0
43.0,16.7,1,1,Postpaid,0
32.0,10.0,1,55,Postpaid,0
45.0,6.5,1,44,Prepaid,0
37.0,17.5,5,43,Postpaid,0
49.0,8.7,2,33,Prepaid,0
20.0,13.1,2,45,Prepaid,0
27.0,2.7,4,8,Postpaid,0
58.0,8.6,2,14,Prepaid,1
37.0,18.1,5,33,Prepaid,0
40.0,7.7,4,44,Postpaid,0
46.0,16.9,1,35,Postpaid,0
40.0,0.0,3,24,Postpaid,0
57.0,8.6,2,40,Prepaid,0
30.0,11.0,2,4,Prepaid,1
57.0,22.5,5,30,Prepaid,0
28.0,5.0,2,24,Prepaid,0
37.0,16.0,0,30,Prepaid,0
48.0,18.3,2,8,Prepaid,0
64.0,7.7,3,54,Prepaid,0
30.0,9.8,0,51,Prepaid,0
48.0,12.8,4,56,Prepaid,0
21.0,3.1,1,50,Prepaid,0
21.0,9.3,0,40,Prepaid,0
57.0,19.7,3,17,Postpaid,0
55.0,15.1,0,7,Prepaid,0
37.0,11.1,4,37,Postpaid,0
